,NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
963,BRITANNIA INDS.,INE216A01030,40.34,38.52,39.69,27.88,25.24,34.97,50.87,84.33,65.71,92.16,73.87,91.57,118.95,141.82,135.42,218.31,479.85,645.42,758.05,1173.31,1456.31,1454.25,1592.08,1637.28,1914.56,2172.28,2075.02
964,AXIS BANK (NSE),INE238A01034,2.15,5.29,6.02,4.04,6.24,26.92,37.48,58.67,103.02,214.98,63.86,179.03,216.3,178.33,234.89,150.44,423.07,245.79,308.78,384.05,438.25,433.41,426.89,468.58,461.58,562.6,496.51
965,INDIAN OIL (NSE),INE242A01010,2.02,3.17,1.93,1.68,3.15,9.8,11.36,12.57,12.53,14.42,10.52,16.24,17.41,14.0,16.23,10.31,14.87,16.12,32.15,37.93,25.5,20.42,19.22,27.57,25.39,56.57,41.62
966,TATA POWER,INE245A01021,7.37,7.53,10.61,10.82,11.18,40.05,44.9,54.45,71.1,178.42,81.37,148.53,144.2,123.23,106.12,64.76,86.36,51.55,72.38,81.63,63.02,49.3,75.76,224.16,169.4,320.09,278.44
967,ZEE ENTERTAINMENT ENTS.,INE256A01028,16.75,362.91,69.47,32.42,22.72,43.0,45.82,44.98,100.45,90.78,28.2,74.63,67.32,75.58,121.94,121.35,171.07,169.29,216.72,264.71,144.62,105.7,97.96,116.69,81.54,62.92,37.19
968,BHARAT HEAVY ELS.,INE257A01026,3.25,2.54,2.22,2.0,2.34,7.09,11.51,26.62,36.43,67.99,34.88,67.94,62.46,35.65,29.48,19.2,34.72,14.57,15.19,16.31,10.31,6.54,6.31,9.54,10.96,33.71,26.93
969,COLGATE-PALMOLIVE INDIA,INE259A01022,7.96,9.3,8.14,6.84,6.51,8.0,11.23,20.91,20.94,29.89,24.75,46.61,53.53,64.7,82.35,69.62,100.49,86.0,92.87,121.85,129.41,137.83,165.22,149.23,139.21,245.6,259.4
970,BHARAT ELECTRONICS,INE263A01024,0.5,3.96,2.05,3.37,6.01,16.52,19.65,36.82,46.34,59.58,26.88,65.11,60.14,46.02,38.82,24.15,92.6,90.89,117.65,135.34,68.69,70.27,113.14,178.86,220.2,440.27,628.18
971,HINDUSTAN ZINC,INE267A01025,,0.55,0.91,0.99,0.76,4.73,7.91,19.32,33.62,33.99,14.82,51.88,61.14,64.2,55.08,46.7,67.4,57.17,137.92,145.87,124.52,92.53,168.07,189.12,217.13,225.27,307.44
972,CUMMINS INDIA,INE298A01020,16.8,30.53,19.1,11.89,12.94,29.64,37.47,61.19,83.17,115.84,47.67,143.6,226.66,182.0,201.06,154.29,322.99,302.32,311.11,305.15,268.8,193.95,264.04,326.96,463.17,741.88,835.37
973,EXIDE INDUSTRIES,INE302A01020,7.47,7.56,3.66,2.11,3.3,10.49,13.2,20.87,41.34,82.41,33.3,103.02,114.07,117.46,97.83,71.0,137.95,79.86,140.03,150.49,146.38,127.51,130.48,111.65,106.22,201.53,209.35
974,RELIANCE COMMUNICATIONS,INE330H01018,,,,,,,,,3.82,5.33,1.12,1.26,0.89,0.69,0.54,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68
975,PETRONET L N G,INE347G01014,,,,,,,6.94,9.66,7.84,13.14,5.25,12.14,20.43,25.75,21.74,14.32,23.14,30.02,46.26,62.02,52.94,66.09,63.47,56.14,53.27,70.81,78.63
976,DIVIS LABORATORIES,INE361B01024,,,,,,18.97,14.96,22.86,44.5,109.57,51.83,78.32,81.79,96.05,122.19,129.99,171.82,210.21,140.47,208.4,281.25,365.61,647.86,754.12,535.76,606.11,922.38
977,BHARTI AIRTEL,INE397D01024,,,,,1.45,6.71,11.38,18.56,39.39,52.11,28.38,30.09,32.08,35.69,28.26,22.34,26.84,20.66,24.46,31.03,20.9,37.21,42.9,51.55,50.58,74.5,102.3
978,ADANI ENTERPRISES,INE423A01024,1.64,5.11,4.34,0.87,0.72,2.06,4.57,3.47,14.38,58.32,14.96,53.75,68.14,46.7,24.79,20.27,57.43,33.92,44.86,99.36,103.91,160.9,405.12,1246.44,998.96,1997.98,1361.75
979,SUN TV NETWORK,INE424H01027,,,,,,,,,4.49,4.01,1.58,3.96,5.23,3.06,4.64,3.01,3.56,2.92,4.66,8.65,4.41,3.89,4.55,4.49,3.74,5.46,5.04
980,JAIPRAKASH ASSOCIATES,INE455F01025,,,,,,,3.75,8.14,14.54,41.28,6.24,20.48,12.47,10.68,11.2,4.45,3.33,0.92,1.37,2.02,0.68,0.68,0.71,0.99,0.79,1.91,1.91
981,BHARAT FORGE,INE465A01025,3.27,14.23,5.05,5.71,12.55,39.84,84.34,112.55,103.94,98.13,22.89,80.26,103.88,84.43,61.64,79.53,252.1,176.71,213.84,323.61,210.31,209.11,272.62,310.14,329.96,468.06,411.81
982,TATA CONSULTANCY SVS.,INE467B01029,,,,,,,3.06,3.81,6.12,4.96,2.15,6.96,11.57,10.58,11.71,16.42,19.66,17.34,16.39,25.11,29.48,31.59,47.94,56.87,48.1,55.71,56.02
983,ULTRATECH CEMENT,INE481G01011,,,,,,,3.12,4.42,9.56,8.69,3.11,8.21,8.71,10.27,13.87,10.87,20.19,16.73,22.47,26.61,19.99,25.12,34.52,41.09,36.26,50.85,53.83
984,MARUTI SUZUKI INDIA,INE585B01010,,,,,,5.8,6.34,10.12,13.19,14.26,7.24,18.61,16.79,15.69,19.29,16.55,38.19,36.93,59.45,92.43,64.89,66.2,71.3,77.82,74.32,89.31,105.77
985,NLC INDIA,INE589A01014,1.2,0.94,1.07,1.44,3.09,7.46,10.32,10.32,9.09,23.96,10.82,22.47,15.77,13.49,11.83,7.05,10.36,8.82,12.53,14.88,8.8,8.17,8.45,11.35,11.97,43.08,32.98
986,UPL,INE628A01036,,,,,0.52,2.09,3.29,6.43,7.46,8.86,3.94,6.64,6.03,6.11,5.21,6.34,13.85,13.44,24.32,25.55,24.74,24.6,26.85,36.77,30.09,23.23,27.25
987,TECH MAHINDRA,INE669C01036,,,,,,,,,11.14,5.23,1.35,5.75,3.95,3.84,5.37,8.03,13.48,8.14,8.18,11.83,13.1,14.2,17.44,27.31,17.85,24.17,29.23
988,VODAFONE IDEA,INE669E01016,,,,,,,,,,4.14,1.22,1.73,2.0,2.6,2.81,2.99,3.33,2.06,2.21,1.87,0.59,0.59,0.59,0.59,0.59,0.59,0.59
989,UNITED BREWERIES,INE686F01025,,,,,1.38,1.41,6.49,13.33,32.29,52.24,9.73,22.34,67.32,60.45,94.9,88.95,106.94,80.41,81.99,121.03,138.31,120.95,120.89,152.82,133.25,154.15,174.92
990,UNION BANK OF INDIA,INE692A01016,,,,,3.23,7.39,18.12,19.44,18.9,37.37,23.59,44.51,57.84,39.97,40.83,15.52,31.57,18.08,22.18,19.63,11.27,6.59,4.47,6.56,9.29,19.29,13.81
991,UNITECH,INE694A01020,6.88,10.37,6.26,8.2,7.99,22.48,60.7,307.29,6088.8,11036.54,698.08,1831.89,1157.72,597.38,805.0,229.53,364.97,94.66,84.17,136.95,24.62,28.7,28.06,49.24,23.49,253.94,120.75
992,NTPC,INE733E01010,,,,,,,3.34,4.31,5.55,9.03,6.61,7.98,7.21,6.65,5.63,4.12,4.76,4.54,6.03,6.25,4.91,4.86,4.2,6.51,7.35,15.25,13.96
993,ADANI PORTS AND SEZ.,INE742F01042,,,,,,,,,,4.77,1.81,3.11,3.46,3.57,3.3,2.71,6.43,3.73,5.39,7.82,5.72,6.2,9.21,12.23,6.96,18.94,15.55
994,JINDAL STEEL,INE749A01030,,4.45,3.97,1.99,5.25,15.37,29.48,48.11,80.8,401.47,142.14,585.08,602.48,499.3,336.73,168.17,109.02,38.5,55.6,170.44,79.29,106.82,164.92,242.78,307.02,411.86,408.55
995,POWER GRID CORPORATION OF INDIA,INE752E01010,,,,,,,,,,5.17,3.33,4.87,4.19,4.35,4.3,3.23,5.2,4.76,6.78,6.89,6.27,6.44,7.1,10.91,10.49,19.22,19.45
996,DISH TV INDIA,INE836F01026,,,,,,,,,,1.69,1.69,0.87,1.26,1.26,1.35,0.74,1.27,1.27,1.23,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
997,UNITED SPIRITS,INE854D01024,1.6,22.78,5.38,3.98,3.0,4.42,12.94,44.86,82.54,170.37,44.8,106.05,103.52,57.12,138.17,160.51,207.94,142.42,133.31,195.89,150.59,171.85,156.3,233.72,185.06,259.23,335.69
998,ORACLE FINL.SVS.SFTW.,INE881D01027,,,,,3.63,5.42,5.75,9.95,18.2,11.01,5.01,19.61,19.42,17.37,24.09,20.68,25.47,26.77,26.09,34.23,28.77,23.35,26.11,30.69,24.61,54.8,75.41
999,BAJAJ AUTO,INE917I01010,,,,,,,,,,,1.65,6.44,9.55,12.07,14.68,11.36,15.09,14.1,17.29,21.42,15.77,20.33,26.56,22.54,22.84,47.58,52.62
1000,GLENMARK PHARMACEUTICALS,INE935A01035,,,0.74,0.9,0.92,3.32,12.1,13.95,28.0,48.86,11.55,21.62,25.83,24.03,39.45,36.2,47.51,45.62,55.57,38.05,38.5,17.55,27.98,28.3,20.07,45.4,69.05
1368,YUHAN,KR7000100008,0.5,0.58,0.73,1.18,1.04,1.55,2.55,5.74,5.37,6.88,5.35,5.63,5.51,4.97,6.85,7.65,6.53,11.67,7.37,10.03,10.6,9.73,16.83,13.9,13.69,14.97,27.91
1369,CJ LOGISTICS,KR7000120006,,,,,,,,,,,,,0.65,0.53,0.73,0.67,1.12,1.19,0.87,0.86,0.95,0.77,1.0,0.62,0.62,0.73,0.73
1370,DOOSAN,KR7000150003,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.62,1.15,2.92,1.55,1.87,3.21,3.22,2.58,2.83,2.3,1.59,2.52,2.95,3.01,2.05,1.92,3.33,3.15,3.11,7.79
1371,DL,KR7000210005,,,,0.56,0.76,1.9,3.52,5.04,5.42,9.22,2.25,4.08,7.3,7.03,5.53,5.03,3.42,4.36,4.88,5.04,6.29,4.64,5.1,3.74,4.01,3.68,1.8
1372,HANKOOK & COMPANY,KR7000240002,1.01,1.3,0.83,1.04,1.28,4.02,6.15,7.09,8.7,9.47,5.63,11.32,15.07,24.41,18.81,25.32,28.53,18.92,24.08,24.86,19.65,15.49,23.73,16.24,17.5,23.41,19.06
1373,KIA CORPORATION,KR7000270009,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,SK HYNIX,KR7000660001,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,EUSU HOLDINGS,KR7000700005,,,,,0.52,1.69,1.96,2.18,3.02,3.44,1.51,1.63,2.05,1.11,0.68,0.57,2.51,1.51,1.52,1.79,2.09,1.37,1.39,1.39,1.78,1.61,1.22
1376,HYUNDAI ENGR.& CON.,KR7000720003,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,SAMSUNG FIRE & MAR.IN.,KR7000810002,7.68,9.88,7.89,13.06,14.88,17.75,22.24,38.74,54.71,61.46,36.88,48.16,67.17,62.64,66.78,75.77,93.85,88.79,83.8,101.87,98.91,70.87,64.39,74.31,79.3,107.77,127.53
1378,HANWHA,KR7000880005,,,,,,,0.68,1.65,1.94,2.7,1.07,2.08,2.66,1.93,1.71,1.86,1.45,1.79,1.88,2.68,1.94,1.17,2.03,1.68,1.61,1.71,1.49
1379,CJ,KR7001040005,0.61,1.94,0.8,1.18,0.96,1.62,1.86,3.68,3.26,4.08,1.35,3.29,3.89,4.13,6.76,6.76,9.31,14.29,9.49,10.31,7.27,4.74,6.24,4.78,5.03,5.62,4.9
1380,LX INTERNATIONAL,KR7001120005,,,,,,0.72,0.99,2.65,2.44,1.74,1.31,2.48,3.79,5.61,4.33,2.88,3.68,2.9,3.15,3.17,1.74,1.16,2.89,2.61,3.95,3.13,2.37
1381,DONGKUK HOLDINGS,KR7001230002,,,,,,,0.54,0.57,0.66,1.25,0.56,0.63,1.08,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.54,0.51,0.51,0.51
1382,TAIHAN C&S,KR7001440007,,,,,,,0.87,2.14,2.45,4.48,1.31,1.58,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
1383,SK NETWORKS,KR7001740000,,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
1384,ORION HOLDINGS,KR7001800002,,0.72,0.72,0.82,1.27,1.6,3.28,7.1,7.25,6.32,2.73,6.09,10.28,15.88,25.09,22.12,26.69,24.55,15.73,15.84,10.38,8.15,8.15,8.1,9.18,8.59,7.78
1385,KCC,KR7002380004,,0.66,0.57,1.44,1.54,1.43,2.63,3.89,5.14,7.86,3.94,5.96,6.23,5.79,5.63,9.53,11.12,8.1,6.91,9.1,7.34,4.6,5.32,9.45,6.01,6.2,5.36
1386,AMOREPACIFIC HOLDINGS,KR7002790004,0.68,0.91,1.13,4.6,4.04,7.47,10.74,17.42,13.77,12.14,5.71,9.74,14.98,20.7,33.95,39.63,103.52,111.5,96.89,121.55,56.52,57.85,50.94,32.06,33.84,19.43,15.1
1387,KUMHOE&C,KR7002990000,0.82,0.82,0.82,0.82,0.82,0.82,2.21,3.42,3.02,5.41,1.55,0.64,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51
1388,YUANTA SECURITIES KOREA,KR7003470002,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,HANJIN HVIND.& CON.HDG.,KR7003480001,,,,,,,0.52,1.35,1.84,2.14,0.69,0.73,1.01,0.61,0.61,0.88,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
1390,KOREAN AIR LINES,KR7003490000,0.59,0.68,0.68,0.66,0.83,1.12,1.36,2.33,2.93,5.85,2.0,3.94,5.33,4.17,3.37,2.37,3.05,1.6,1.87,2.76,2.57,1.62,3.14,2.78,2.4,2.2,2.08
1391,LG,KR7003550001,,1.27,1.27,1.27,1.27,1.27,1.39,2.64,2.32,4.4,2.24,4.13,6.0,5.41,4.68,4.29,4.78,5.23,4.82,7.41,6.31,5.48,8.85,6.49,7.3,7.92,5.57
1392,HYUNDAI STEEL,KR7004020004,,,,,,,0.63,1.31,1.75,3.45,1.35,3.76,6.24,5.23,3.9,3.6,3.21,2.08,2.86,2.87,2.54,1.31,2.08,1.91,1.7,1.65,0.94
1393,SHINSEGAE,KR7004170007,0.64,1.49,1.56,3.78,4.43,6.6,8.53,16.19,18.96,20.97,10.02,13.75,16.03,12.2,9.59,9.97,7.35,8.79,7.51,16.8,12.44,11.6,11.04,10.09,9.92,7.42,4.81
1394,NONGSHIM,KR7004370003,1.04,0.84,0.84,1.52,1.53,4.1,5.55,6.7,6.47,4.7,3.45,4.68,4.59,5.15,6.7,6.5,5.7,10.53,8.2,8.08,7.08,5.51,7.36,7.82,8.02,8.77,7.37
1395,LOTTE,KR7004990008,1.1,2.21,1.24,5.01,5.43,6.56,10.72,19.26,19.67,23.65,12.83,16.05,19.51,22.93,23.54,26.32,25.96,31.87,30.89,20.9,15.59,9.74,10.49,8.11,10.05,9.71,5.63
1396,LOTTE CHILSUNG,KR7005300009,,0.57,1.05,4.53,4.96,6.22,8.8,11.39,16.22,11.78,6.42,7.22,8.22,11.68,13.97,15.47,15.88,19.19,13.29,16.71,15.06,12.28,13.67,15.12,15.78,13.68,8.88
1397,HYUNDAI MOTOR,KR7005380001,,0.64,0.64,0.98,0.97,1.88,2.47,4.11,3.49,3.59,1.62,4.74,8.02,9.72,9.47,10.83,8.0,5.69,6.47,8.42,6.69,6.17,13.04,9.75,9.02,11.29,9.58
1398,POSCO HOLDINGS,KR7005490008,,,,,,,0.66,0.89,1.45,2.19,1.07,1.96,1.77,1.64,1.47,1.25,1.09,0.72,1.22,1.86,1.32,1.02,1.38,1.36,1.62,2.25,1.15
1399,DB INSURANCE,KR7005830005,0.91,2.12,0.82,1.72,1.25,2.76,5.53,15.22,22.78,32.51,8.93,24.02,37.09,41.56,41.79,48.28,48.17,55.7,54.97,73.96,70.14,40.65,40.76,63.76,72.19,102.43,97.04
1400,KOREA LINE,KR7005880000,,,,,,,,,0.66,2.02,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
1401,SAMSUNG ELECTRONICS,KR7005930003,2.59,8.13,6.11,8.41,9.06,16.72,18.0,28.37,24.05,24.16,13.42,26.49,35.44,39.09,53.45,48.23,51.76,40.63,73.99,96.91,93.81,111.58,184.02,150.92,132.36,147.63,92.2
1402,NH INVESTMENT & SECS.,KR7005940002,0.84,1.96,0.69,1.13,0.95,0.71,0.9,1.94,1.92,2.2,1.26,1.44,2.15,1.47,1.37,1.04,1.25,1.06,1.32,2.1,1.83,1.41,1.68,1.66,1.44,1.61,1.96
1403,SK DISCOVERY,KR7006120000,0.68,0.53,0.53,0.53,0.53,0.53,0.76,1.46,2.55,3.16,1.46,2.82,3.27,3.77,3.24,3.44,3.45,4.45,3.49,5.24,2.85,2.2,6.87,3.88,3.26,4.15,3.14
1404,LS,KR7006260004,,0.64,0.64,0.64,0.64,0.52,1.03,1.58,1.79,3.58,2.64,3.92,4.53,4.06,4.21,3.98,2.37,1.67,3.06,4.16,3.0,1.98,3.79,2.64,3.56,5.16,4.98
1405,GS ENGR. & CON.,KR7006360002,,0.68,0.68,1.09,1.24,1.83,3.46,6.41,11.89,17.74,6.01,10.12,14.7,13.57,7.19,4.27,3.63,3.2,3.82,4.66,6.62,3.82,6.36,5.68,3.5,2.15,2.14
1406,SAMSUNG SDI,KR7006400006,0.59,0.56,0.68,0.6,0.86,2.17,1.74,1.6,1.07,1.22,0.77,1.86,2.32,2.19,2.19,2.25,2.06,1.35,1.84,2.96,3.64,4.28,12.14,8.75,10.62,5.39,2.58
1407,MIRAE ASSET SECURITIES,KR7006800007,1.2,1.29,0.77,0.81,0.81,0.81,0.64,1.9,2.11,3.01,1.47,2.08,2.96,1.74,1.55,1.14,1.36,0.99,1.16,1.6,1.13,0.99,1.57,1.29,1.08,1.23,1.08
1408,SAMSUNG ELTO.MECHANICS,KR7009150004,,1.24,0.68,0.71,0.62,0.68,0.68,0.72,0.73,0.87,0.87,1.57,2.35,1.7,1.65,1.21,1.23,0.97,1.01,1.95,2.08,2.22,4.0,3.19,2.69,2.35,2.01
1409,HD KOA.SHIPBLDG.& OFFS. ENGR.,KR7009540006,,,,,,,,,,0.74,0.74,0.74,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66
1410,HANWHA SOLUTIONS,KR7009830001,,,,,,0.52,0.58,0.91,0.82,0.95,0.95,0.98,2.63,2.08,1.33,1.4,0.88,1.66,1.83,2.64,1.62,1.16,3.93,2.26,3.22,2.0,1.04
1411,OCI HOLDINGS COMPANY,KR7010060002,,,,,,,,,,1.81,1.14,1.12,2.54,1.86,1.16,1.33,0.56,0.56,0.58,1.12,0.75,0.75,0.76,0.59,0.63,0.87,0.59
1412,LS ELECTRIC,KR7010120004,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61
1413,KOREA ZINC,KR7010130003,,,,,,,,,0.59,0.85,0.85,0.97,1.81,2.47,2.36,2.19,2.84,2.57,3.18,3.49,3.06,2.54,3.19,3.67,4.0,3.33,5.11
1414,SAMSUNG HEAVY INDS.,KR7010140002,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,HD HYUNDAI MIPO DEAD - DELIST.15/12/25,KR7010620003,,,,,,0.5,1.92,2.77,5.78,8.87,5.15,4.6,8.39,5.52,5.1,7.06,3.39,2.8,2.51,5.01,5.14,3.32,4.05,5.55,6.38,5.03,8.38
1416,S-OIL,KR7010950004,0.86,1.19,1.23,2.6,2.05,5.4,12.65,15.03,16.34,19.57,12.54,13.97,30.52,36.98,29.46,21.71,18.92,23.65,27.53,46.19,38.14,25.17,26.33,31.84,32.67,24.07,19.05
1417,LOTTE CHEMICAL,KR7011170008,,,,,,0.68,0.62,0.83,1.18,1.4,0.59,1.37,4.69,4.99,3.33,2.82,2.38,3.46,5.31,6.12,4.4,2.65,4.22,2.88,2.77,1.94,0.72
1418,HMM,KR7011200003,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,STX SUSP - SUSP.03/07/25,KR7011810009,,,,,,,,,0.65,1.7,1.7,1.7,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07
1420,HYUNDAI MOBIS,KR7012330007,,,,,,0.68,0.93,1.2,1.18,1.17,0.72,1.87,3.48,3.74,3.99,4.21,3.48,3.13,3.32,3.78,3.27,3.17,5.05,3.3,2.95,3.08,3.13
1421,HANWHA AEROSPACE,KR7012450003,,0.7,0.7,0.7,0.7,0.64,0.64,1.38,2.05,3.04,1.28,3.57,4.9,3.12,3.25,2.93,1.3,1.71,2.31,1.88,1.7,1.67,2.35,2.53,4.27,6.57,17.18
1422,HDC HOLDINGS,KR7012630000,,,,,,,,,0.71,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.54,0.54,0.53,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
1423,S-1,KR7012750006,0.72,0.71,0.71,0.62,0.82,0.91,1.7,1.88,2.0,2.74,1.62,2.0,2.45,2.67,3.24,3.88,4.06,4.77,4.09,5.33,5.51,4.69,4.79,3.68,3.28,3.12,2.97
1424,KOREA ELECTRIC POWER,KR7015760002,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,SAMSUNG SECURITIES,KR7016360000,,0.62,0.62,0.59,0.59,0.59,0.59,0.92,0.99,1.38,0.89,1.12,1.61,1.23,1.13,0.88,0.99,0.72,0.68,0.98,0.79,0.8,1.0,1.03,0.92,1.06,1.16
1426,SK TELECOM,KR7017670001,2.99,20.54,13.27,12.12,9.99,12.4,12.02,14.78,16.46,17.26,12.02,13.19,13.39,12.3,16.03,21.32,29.13,20.93,23.19,30.7,30.54,25.95,31.3,40.45,34.96,37.66,39.51
1427,COWAY,KR7021240007,,,,,,,0.53,1.09,1.08,1.43,0.83,1.39,1.45,1.71,2.02,3.06,4.07,4.21,4.09,4.97,4.33,4.38,3.94,3.59,2.9,2.87,3.45
1428,LOTTE SHOPPING,KR7023530009,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,INDUSTRIAL BANK OF KOREA,KR7024110009,,,,,,,,,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.54
1430,SAMSUNG E&A,KR7028050003,,,,,,,,,,0.55,0.55,0.6,1.17,1.28,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
1431,PANOCEAN,KR7028670008,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,KT,KR7030200000,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,LG UPLUS,KR7032640005,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,KT & G,KR7033780008,,,,,,,,,,,,,,,,,,0.53,0.55,0.65,0.61,0.57,0.55,0.52,0.65,0.64,0.71
1435,DOOSAN ENERBILITY,KR7034020008,,,,,,,,0.77,1.06,2.34,1.18,1.67,1.6,1.51,0.93,0.8,0.55,0.55,0.66,0.66,0.66,0.66,0.66,0.5,0.5,0.5,0.54
1436,LG DISPLAY,KR7034220004,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,KANGWON LAND,KR7035250000,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,NAVER,KR7035420009,,,,,,,,1.28,1.89,2.91,1.43,2.0,2.43,2.6,3.1,7.04,7.29,5.63,7.63,9.52,6.8,8.48,18.53,14.71,9.96,9.68,8.55
1439,KOREA GAS,KR7036460004,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,NCSOFT,KR7036570000,,,,,,,,,,,,0.58,0.93,1.38,0.69,0.94,1.0,1.08,1.51,2.33,2.46,3.15,5.22,2.66,2.32,0.95,0.71
1441,HANWHA OCEAN,KR7042660001,,,,,,,,0.61,0.8,0.89,0.89,0.89,1.05,0.75,0.79,0.9,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
1442,HD HYUNDAI INFRACORE DEAD - DELIST.26/01/26,KR7042670000,,,,,,,,0.93,1.34,1.52,0.62,0.98,1.69,1.18,0.9,0.76,0.61,0.61,0.61,0.64,0.5,0.5,0.51,0.51,0.5,0.53,0.53
1443,DAEWOO ENGR.& CON.,KR7047040001,,,,,,,,,0.76,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
1444,POSCO INTERNATIONAL,KR7047050000,,,,,,,,1.22,1.21,1.19,0.56,0.97,1.15,0.92,1.15,1.29,0.88,0.88,0.82,0.83,0.66,0.54,0.69,0.72,0.85,1.82,1.28
1445,LG H & H,KR7051900009,,,,,,,,0.55,1.11,1.61,1.05,2.26,3.35,3.9,4.92,4.0,5.77,7.52,6.82,10.17,10.7,10.07,13.87,7.93,5.59,2.36,2.04
1446,LG CHEM,KR7051910008,,,,,,,,,,0.81,0.56,1.22,2.6,2.62,1.99,1.71,1.39,1.79,1.85,2.91,2.62,2.35,7.01,4.39,4.66,2.95,1.28
1447,LG ELECTRONICS,KR7066570003,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,HYUNDAI DEPARTMENT STORE,KR7069960003,,,,,,,,,,,,,,0.61,0.57,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
1449,KOREA INVESTMENT HDG.,KR7071050009,,,,,,,,0.68,0.84,1.01,1.01,1.01,0.84,0.72,0.76,0.72,0.94,0.79,0.85,1.7,1.28,1.28,1.84,1.56,1.38,1.41,1.49
1450,STX ENGINE,KR7077970002,,,,,,,,,0.68,1.33,1.33,1.33,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
1451,GS HOLDINGS,KR7078930005,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,HYUNDAI GLOVIS,KR7086280005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53
1453,HJ SHIPBUILDING & CONSTRUCTION,KR7097230007,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,KB FINANCIAL GROUP,KR7105560007,,,,,,,,0.63,0.77,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.67,0.67,0.67,0.67,0.64,0.63,0.71,0.91
1455,AGILE GROUP HDG.,KYG011981035,,,,,,,,15.39,21.7,32.13,10.61,38.18,45.43,36.06,45.13,30.97,21.95,18.0,22.38,86.98,66.05,73.96,79.12,36.34,21.91,5.71,5.29
1460,AAC TECHNOLOGIES HDG.,KYG2953R1149,,,,,,,,23.74,30.78,31.64,9.54,55.95,88.82,87.73,133.35,152.73,226.75,247.12,383.25,690.68,237.13,296.36,223.8,123.29,111.07,89.45,213.68
1461,ENN ENERGY HOLDINGS,KYG3066L1014,,,,25.88,21.61,39.3,43.45,58.6,70.62,144.42,68.87,184.12,243.95,246.91,398.15,527.54,473.19,379.12,416.81,661.33,840.62,1057.56,1498.96,1480.41,1445.85,739.53,703.45
1466,LI NING,KYG5496K1242,,,,,,,19.64,39.96,77.35,126.36,63.48,148.36,90.41,53.91,33.52,42.7,23.33,27.29,36.33,46.78,74.02,171.27,384.35,577.4,589.45,139.35,127.72
