NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
GRASIM INDUSTRIES,INE047A01021,264.6,776.39,658.51,544.71,634.2,2253.58,2818.04,3121.1,5841.53,7028.66,2232.23,5177.06,4501.85,4976.31,5195.52,3678.03,5654.26,4722.21,6594.15,11581.78,6618.93,7181.17,10708.68,15600.7,12780.11,16931.94,18622.51
INDIAN HOTELS,INE053A01029,392.79,295.24,249.51,127.6,165.72,439.29,571.73,1588.1,2090.41,2110.86,595.15,1422.21,1543.08,1067.63,938.18,744.46,1588.45,1318.59,1617.24,2394.53,2398.12,2348.09,2009.7,3858.76,5496.36,8582.52,13324.41
CIPLA,INE059A01026,513.09,1748.86,1492.74,1371.78,1034.16,1592.54,1967.47,3326.19,4402.27,3879.05,3051.17,5450.97,5728.24,5559.43,6255.51,5283.01,9027.05,6783.6,6973.29,7301.88,5892.32,5024.16,9081.05,10260.85,10070.21,13558.66,13157.55
STATE BANK OF INDIA,INE062A01020,1941.23,2988.96,2659.56,2301.13,3198.02,6951.26,7867.2,10304.4,14090.11,35052.96,14219.75,27177.63,35820.89,26774.42,30434.19,17723.98,37108.39,19345.89,32326.9,40062.28,35604.43,37293.5,40743.35,64370.71,57351.18,69916.0,77886.19
CG POWER AND INDUSTRIAL SOLUTIONS,INE067A01029,51.79,54.49,32.1,23.26,54.78,160.29,391.54,1107.31,1720.03,2981.05,974.39,3421.76,3802.55,1904.7,1281.41,1125.39,1867.62,1542.11,618.75,841.29,334.09,76.44,751.85,3174.59,5688.1,8250.99,10265.95
WIPRO,INE075A01022,587.97,23337.03,14084.88,7694.36,7077.98,8011.43,11101.27,16984.68,21000.72,16331.47,6583.79,20743.22,23542.33,21300.79,18757.72,22123.6,24778.59,20614.46,16701.61,21223.69,23474.61,18931.22,32040.94,42928.94,27286.6,30404.29,37616.61
AMBUJA CEMENTS,INE079A01024,419.16,949.53,605.42,705.18,522.91,1017.03,1878.88,2609.07,4911.68,4595.56,2180.02,3374.48,4060.84,5307.71,5763.98,3828.13,6243.82,4488.54,6822.06,8044.08,5918.98,5587.78,7517.9,10082.11,8518.42,13346.78,13987.41
TATA STEEL (NSE),INE081A01020,970.19,1190.32,1130.14,766.1,1195.74,3310.08,4897.08,5036.75,6087.62,14417.58,2576.54,11005.94,12383.81,9402.92,7319.25,5315.21,6026.04,3306.98,6871.69,10163.32,8018.18,6885.67,9906.46,19051.56,17710.01,20712.81,18872.66
BANK OF INDIA,INE084A01016,302.23,273.46,203.8,230.52,393.93,694.28,956.83,1347.02,2145.05,4478.95,2565.49,4077.88,5115.92,3890.56,3816.03,1867.6,2842.51,1152.05,1959.66,2728.0,2319.08,2990.4,2398.28,3166.5,3882.38,8320.12,5426.0
ICICI BANK,INE090A01021,89.3,645.35,656.98,413.83,1894.31,4014.38,6208.93,11675.89,19151.33,33872.65,8762.65,19748.9,25527.28,21158.17,25395.91,17746.35,32945.45,17991.36,24678.61,33612.18,32046.38,46762.94,58423.37,75510.5,72851.28,86649.57,101473.43
HINDUSTAN PETROLEUM,INE094A01015,1171.09,1440.48,1393.37,1268.2,2122.68,3340.46,2822.14,2364.86,2331.04,2261.67,1989.54,2578.44,2533.11,1956.12,2154.06,1320.1,3441.83,3907.67,8319.49,8907.17,5001.92,4771.99,4601.73,5509.1,3974.48,8362.34,7928.65
MAHINDRA & MAHINDRA,INE101A01026,432.96,1296.44,376.53,284.46,239.91,1048.51,1443.83,3002.31,5066.36,4189.88,1541.9,6381.99,9426.75,8750.89,10228.39,8692.78,12460.99,11025.44,11654.79,14251.09,11459.88,9330.31,13356.18,13876.73,19685.88,23979.38,43642.52
MNGL.REF.& PETROCHEM.,INE103A01014,224.4,267.15,148.99,110.58,135.64,2105.96,2078.04,1733.86,1756.28,3587.76,1327.44,2973.14,2567.92,2164.23,2042.88,1210.47,1606.28,1590.84,2723.4,3201.9,1659.48,1053.95,819.09,1086.59,1168.69,4049.36,2449.59
CONTAINER CORP.OF INDIA,INE111A01025,363.66,375.96,238.09,310.35,316.38,1019.57,1255.42,1982.9,2977.89,2964.93,1926.41,3342.71,3411.46,2541.48,2242.75,2259.73,4404.21,3338.79,3460.13,5088.61,4503.93,4656.13,3804.55,5407.45,4508.57,6760.0,5031.58
STEEL AUTHORITY OF INDIA,INE114A01011,558.85,971.47,618.6,412.95,925.55,4091.17,6119.46,5109.24,10617.41,23661.49,6437.25,18710.34,14498.26,8856.82,6748.31,4098.07,5044.22,2391.16,4050.25,5389.7,2679.81,2591.08,3453.25,5748.18,4473.34,6390.57,4844.71
ABB INDIA,INE117A01022,508.65,249.53,239.33,193.91,254.51,629.41,1000.61,2359.19,3602.18,6144.82,1962.5,3701.68,3249.8,3708.77,2577.04,1944.08,4315.75,3163.02,3480.88,5551.83,3781.72,3838.78,4197.87,6503.07,7301.58,11449.26,12631.19
GAIL (INDIA),INE129A01019,1273.52,1184.65,1056.95,1267.34,1238.81,4121.8,4595.55,5418.82,5597.42,9024.87,5243.73,10935.0,12821.0,10025.49,8184.64,7389.2,8816.7,6749.78,8965.51,12313.45,10549.75,7238.98,8017.2,8644.63,7512.85,14105.41,13146.56
POWER FINANCE,INE134E01011,,,,,,,,,,5542.69,3182.3,6301.96,6333.16,4879.09,5144.55,2779.37,6611.41,3284.87,5265.67,4571.91,3860.82,4217.1,4304.02,4340.75,4447.82,17939.86,14579.0
NATIONAL ALUMINIUM,INE139A01034,576.12,1096.27,663.68,777.66,1232.62,2120.19,2683.39,4436.37,3462.9,6861.4,2490.98,5334.74,5741.24,3242.84,2345.15,1366.88,1912.15,1298.59,2111.85,2111.87,1547.97,1090.54,1289.96,2847.96,1816.98,3388.61,3992.22
PIRAMAL ENTERPRISES DEAD - DELIST.24/09/25,INE140A01024,228.2,501.6,260.06,165.43,185.84,608.91,1222.84,1127.15,1231.15,1624.62,907.61,1713.17,2061.27,1470.76,1832.69,1500.13,2334.27,2422.53,4287.58,7143.19,5504.95,4199.08,4604.41,7990.16,2461.47,2484.98,2612.55
TATA COMMUNICATIONS,INE151A01013,1609.5,4345.63,2357.14,922.09,529.71,1054.59,1475.24,2393.28,3264.11,3827.28,2495.82,1935.15,1459.82,1346.29,1232.64,1214.23,1885.1,1700.39,3196.47,2744.18,1994.75,1599.63,3834.37,4997.59,4209.48,5838.07,5100.62
THERMAX,INE152A01029,83.7,71.6,45.49,33.53,72.79,199.37,312.08,657.89,1117.28,1833.29,381.52,1635.16,1751.37,1226.23,1304.8,1194.84,2197.64,1399.66,1436.29,2270.65,1730.99,1630.56,1587.5,3103.31,2660.27,4203.07,4619.24
ITC,INE154A01025,4579.42,4021.07,4760.21,3538.81,3377.3,5604.03,7576.69,13233.99,15100.71,19634.74,13738.42,20101.21,26873.4,31586.46,45848.98,40566.9,46636.37,38344.25,49342.69,52402.91,48258.99,35770.34,36799.49,38224.52,57191.28,66228.23,65200.15
TATA MOTORS PASSENGER VEHICLES,INE155A01022,1187.55,1057.36,497.87,666.67,1050.68,3805.07,4047.2,6019.42,7946.14,7380.95,1510.83,7364.48,13107.82,13495.0,14338.48,14684.84,26210.31,13997.71,22765.51,17294.21,7357.34,7094.84,13632.1,22468.65,17976.8,35211.42,29023.09
HERO MOTOCORP,INE158A01026,561.98,979.6,728.78,1306.55,1058.03,1993.79,2438.35,3883.47,3242.13,3695.66,3583.77,6777.03,6664.86,8006.38,6795.34,6249.34,9144.98,7398.04,9564.65,11294.55,7865.1,6652.96,9018.24,7214.77,6470.46,11370.67,9832.44
GLAXOSMITHKLINE PHARMS.,INE159A01016,874.88,878.24,553.5,518.84,467.75,1009.23,1375.93,2442.16,2281.88,1841.28,2011.83,2822.79,4190.78,3378.3,3254.2,4034.82,4632.14,4065.07,3376.06,3262.66,3344.87,3909.6,3380.63,3557.09,2546.36,4713.88,3849.7
PUNJAB NATIONAL BANK,INE160A01022,,,,,419.48,1516.93,2478.49,3230.81,3698.0,5198.82,2520.48,5927.39,7463.25,6140.95,5738.1,3174.12,5612.62,2585.44,4501.53,6127.5,3941.31,5416.5,5198.36,6297.05,6806.56,16650.71,12959.48
HOUSING DEV.&.INFR.,INE191I01012,,,,,,,,,,5002.22,479.19,2441.06,1195.67,685.77,614.44,268.01,746.37,442.9,414.62,347.85,171.0,16.94,38.98,31.98,25.96,26.58,21.69
VEDANTA,INE205A01025,56.64,45.27,40.33,19.45,28.27,262.83,642.58,920.7,1660.85,3033.19,1284.04,6346.87,5987.3,4109.9,3000.76,8776.86,9498.11,2830.63,11428.19,19395.66,8420.99,6961.97,8796.43,17005.68,14760.68,12209.42,18890.87
ASHOK LEYLAND,INE208A01029,97.25,317.38,119.43,177.99,237.61,603.57,656.3,930.06,1453.73,1178.05,377.96,1449.37,1631.39,1453.34,1233.04,674.8,3038.39,3788.99,4004.32,5587.51,3440.48,3209.69,5322.78,5257.98,5432.48,6162.5,6867.32
OIL & NATURAL GAS,INE213A01029,4739.4,7023.32,4598.44,4541.46,10887.84,23322.52,26954.67,38228.69,43904.65,56842.73,27957.23,51144.99,55392.68,48064.18,53433.56,36545.96,48381.75,27255.95,38236.94,38598.57,25526.94,18243.26,16009.02,28794.78,21959.76,39025.94,35925.62
BRITANNIA INDS.,INE216A01030,491.26,467.18,478.02,320.81,271.99,364.26,495.39,809.12,622.02,864.19,683.65,827.02,958.62,1127.92,1060.2,1695.04,3683.36,4929.46,5751.7,8856.94,10959.49,10888.02,11558.34,11654.13,13403.62,14955.39,14103.82
AXIS BANK (NSE),INE238A01034,48.26,111.68,122.94,106.75,168.92,840.77,1154.91,2136.37,3747.7,9857.03,2919.24,9067.12,11011.04,9032.93,12123.62,8413.24,23595.14,13686.34,17120.33,22611.11,25858.54,28029.78,29969.84,32963.92,32502.84,39690.56,35128.85
INDIAN OIL (NSE),INE242A01010,3078.23,4687.59,2743.52,2232.81,3904.79,11462.14,12627.44,13651.03,13103.23,14915.65,10746.59,16685.42,17340.23,13538.82,15376.1,9492.22,13341.66,14237.58,27560.7,30972.39,18691.36,14258.97,12747.68,15654.61,13497.58,27739.68,19589.75
TATA POWER,INE245A01021,222.42,216.92,489.57,481.59,476.82,1640.04,1785.86,2125.22,2726.33,7461.41,3406.45,6590.36,6343.44,5368.44,4564.11,2749.99,3984.91,2337.62,3227.99,3579.98,2712.83,2081.54,3661.14,10699.52,8021.46,15019.89,13005.81
ZEE ENTERTAINMENT ENTS.,INE256A01028,247.8,11162.5,2267.2,1053.16,733.44,1380.63,1461.83,1427.61,3299.59,3002.63,923.9,2419.6,2406.71,2619.28,4149.24,4121.94,5771.38,5675.19,7229.36,8786.21,4774.88,3454.84,3197.57,3754.66,2595.34,2002.67,1174.19
BHARAT HEAVY ELS.,INE257A01026,1393.77,1078.9,916.96,811.07,926.76,2775.98,4437.82,10190.66,13882.21,25685.65,13071.2,25201.02,22945.47,12876.59,10353.64,6525.76,11625.75,4853.88,5046.97,5357.92,3143.2,1925.6,1856.43,2807.89,3203.28,9817.22,7836.8
COLGATE-PALMOLIVE INDIA,INE259A01022,529.76,611.94,525.16,420.65,382.77,448.25,603.35,1090.28,1076.47,1453.57,1153.68,2094.55,2346.38,2762.18,3437.79,2845.89,4042.63,3421.14,3654.11,4744.66,4934.94,5149.76,6031.2,5312.33,4836.9,8336.55,8620.25
BHARAT ELECTRONICS,INE263A01024,33.79,258.19,129.04,200.21,347.06,938.07,1086.91,2005.34,2493.57,3168.59,1396.91,3352.94,3054.47,2297.47,1912.01,1165.75,4426.48,4319.02,5121.67,5823.34,2891.61,2852.02,4458.17,6861.46,8281.15,16272.1,22983.0
HINDUSTAN ZINC,INE267A01025,78.05,132.83,205.78,208.61,157.07,959.28,1582.55,3833.67,6645.19,6650.68,2885.82,10046.96,11769.31,12115.91,10191.91,8431.42,11870.35,9687.79,20217.68,19412.3,15096.45,11218.15,16932.82,18091.96,17674.16,16213.14,20960.92
CUMMINS INDIA,INE298A01020,309.41,561.24,350.3,212.65,225.16,477.29,591.26,938.24,1249.76,1720.14,687.79,1974.43,3087.28,2421.51,2609.66,1946.16,3949.76,3663.92,3712.45,3587.62,3094.84,2179.71,2886.4,3510.74,4889.82,7720.7,8585.86
EXIDE INDUSTRIES,INE302A01020,166.04,165.05,79.75,44.86,66.41,205.89,264.06,411.84,805.85,1638.42,651.61,1997.62,2329.7,2372.49,1953.61,1398.53,2679.91,1527.46,2644.19,2809.28,2707.24,2328.23,2346.23,1988.14,1869.02,3519.36,3642.49
RELIANCE COMMUNICATIONS,INE330H01018,,,,,,,,,22747.26,32052.58,6728.91,7545.54,5290.69,4060.44,3154.83,3983.69,3240.72,2182.36,1244.3,1126.61,446.55,25.0,69.58,133.84,63.45,61.22,46.58
PETRONET L N G,INE347G01014,,,,,,,762.96,1061.85,861.95,1410.24,552.63,1248.78,2057.26,2557.21,2119.99,1369.18,2190.05,2808.62,4295.72,5696.23,4652.29,5591.03,5066.56,4281.13,3850.42,4873.91,5252.96
DIVIS LABORATORIES,INE361B01024,,,,,,424.12,331.94,504.06,1011.18,2411.93,1141.16,1734.6,1819.3,2111.56,2655.06,2780.02,3625.54,4391.68,2904.95,4260.54,5706.34,7341.2,12911.09,14967.7,10553.56,11842.74,17914.63
BHARTI AIRTEL,INE397D01024,,,,,1189.65,5511.39,9352.24,15580.8,33115.42,43857.92,23892.27,25275.99,26867.75,29809.27,23517.67,19482.37,23216.11,17771.75,20950.6,26351.39,17480.33,38989.68,44786.21,53868.43,52634.0,78068.68,107918.55
ADANI ENTERPRISES,INE423A01024,36.96,114.68,387.57,76.01,61.71,174.97,384.3,297.46,1339.01,5417.32,1388.67,5010.76,14061.89,9622.07,5081.37,4122.59,11640.75,1165.76,1532.81,3385.15,2206.18,3405.61,8504.4,26148.4,21713.29,43405.98,29940.03
SUN TV NETWORK,INE424H01027,,,,,,,,,2704.96,3441.67,1328.25,3311.11,4274.25,2419.58,3555.94,2267.67,2611.09,2073.8,3224.99,5862.79,2941.78,2545.84,2811.81,2718.15,2186.47,3091.56,2790.65
JAIPRAKASH ASSOCIATES,INE455F01025,,,,,,,737.55,1636.48,3460.16,10429.62,1594.53,6216.53,3777.48,3199.05,3378.77,1368.07,1122.55,309.54,463.69,681.5,230.32,66.49,240.03,337.82,267.33,651.19,137.38
BHARAT FORGE,INE465A01025,56.64,234.28,81.01,86.73,186.41,581.94,1263.49,1866.19,1722.32,1607.59,369.99,1288.26,1738.11,1396.15,1005.75,1276.62,4011.1,2792.9,3348.94,5020.05,3236.15,3187.9,4137.5,4685.75,4935.23,6955.51,6245.75
TATA CONSULTANCY SVS.,INE467B01029,,,,,,,14480.32,17787.48,28849.16,23113.14,9827.09,31271.47,50724.71,45710.24,49605.72,68562.13,79602.9,69516.29,64530.68,94226.81,106851.15,110592.38,162405.52,190596.9,154074.63,173050.43,168827.67
ULTRATECH CEMENT,INE481G01011,,,,,,,1008.8,1425.32,3079.34,2782.78,988.38,2587.9,6005.33,7043.17,9472.6,7392.75,13692.72,11315.03,15153.44,17911.92,13410.96,17670.55,24206.68,28681.92,25145.07,35091.63,36929.56
MARUTI SUZUKI INDIA,INE585B01010,,,,,,2754.79,2996.61,4767.53,6186.2,6649.22,3348.22,8586.65,7706.69,7156.76,8743.34,7798.64,17917.51,17220.52,27534.25,42390.07,29502.66,29689.47,31691.49,34370.47,32605.41,40398.55,47379.92
NLC INDIA,INE589A01014,486.22,364.88,381.39,439.23,878.38,2045.26,2754.3,2665.8,2306.54,5985.27,2664.44,5448.97,3778.29,3143.46,2662.13,1516.01,2149.17,1764.74,2402.95,2438.31,1242.94,1083.65,986.33,1264.54,1276.46,4441.19,3360.93
UPL,INE628A01036,8.59,10.16,7.11,3.04,11.94,312.18,541.52,1119.12,1409.97,1899.26,863.4,1442.86,1361.88,1362.72,1092.99,1281.23,2728.27,2623.06,5566.1,5816.42,5571.96,5497.59,5930.05,8023.8,6360.75,4830.34,5425.51
TECH MAHINDRA,INE669C01036,,,,,,,,,4770.54,2315.81,585.83,2509.8,1767.72,1730.91,2416.07,6558.07,11231.45,6750.84,6656.79,9466.64,10274.22,10733.08,12694.21,19238.51,12047.58,15751.63,18575.62
VODAFONE IDEA,INE669E01016,,,,,,,,,,8047.72,2835.55,4014.72,4964.1,6449.95,6972.56,7421.76,8955.49,5511.29,5866.56,4971.98,3786.44,2155.03,4666.9,4377.12,2657.7,8247.71,7426.39
UNITED BREWERIES,INE686F01025,,,,,37.02,37.64,173.6,430.88,1043.36,1728.6,346.89,796.01,2396.27,2360.14,3711.31,3475.42,4173.25,3134.21,3191.41,4704.04,5367.47,4685.26,4671.24,5903.01,5113.92,5887.61,6649.11
UNION BANK OF INDIA,INE692A01016,,,,,242.83,506.05,1210.72,1258.08,1273.81,2475.85,1518.19,2798.56,3573.19,2498.72,2577.3,1055.16,2152.49,1279.34,1546.0,1702.99,1335.16,2286.28,2902.07,4547.97,6104.57,13300.63,9555.82
UNITECH,INE694A01020,12.19,17.05,9.66,12.67,11.83,32.16,85.33,429.41,8500.5,15394.31,972.2,3750.03,2589.06,1335.96,1800.27,513.31,816.21,211.69,188.24,306.27,55.05,64.18,62.75,110.12,52.53,567.89,270.05
NTPC,INE733E01010,,,,,,,17051.38,21481.48,26615.73,43086.73,30538.1,36753.52,32575.19,28835.17,24330.21,16571.8,18932.62,16260.73,21105.96,21260.75,16210.43,15291.73,12512.25,18288.12,19693.15,38879.62,34613.56
ADANI PORTS AND SEZ.,INE742F01042,,,,,,,,,,8403.0,3190.68,5420.41,5993.72,6154.25,5647.85,4753.1,11239.47,6497.07,9344.0,13509.77,9832.21,10462.44,15337.6,20330.21,12155.79,32859.39,26876.08
JINDAL STEEL,INE749A01030,,94.09,82.63,40.78,118.14,350.46,657.67,1057.52,1765.35,8724.43,3095.9,12769.08,13168.84,10888.79,7309.59,3564.7,2288.55,808.25,1167.21,3583.88,1761.07,2500.08,3859.81,5682.45,7032.67,9404.76,9372.39
POWER GRID CORPORATION OF INDIA,INE752E01010,,,,,,,,,,11309.48,7191.79,10354.75,9695.78,9898.96,9613.7,7944.29,12502.87,11256.1,15828.23,15751.4,13958.24,13739.45,13924.37,19945.83,18054.13,31078.18,30271.78
DISH TV INDIA,INE836F01026,,,,,,,,,,762.07,386.87,949.17,1374.27,1379.35,1472.5,806.88,1385.56,1389.29,1345.7,1204.63,630.23,321.34,314.18,426.85,343.92,441.85,176.54
UNITED SPIRITS,INE854D01024,25.22,352.06,80.89,59.87,43.22,60.94,173.33,598.21,2115.79,4357.13,1149.75,3405.3,3456.57,1901.32,4586.67,5914.88,7662.33,5248.04,4912.38,7218.44,5549.11,6332.59,5759.73,8612.57,6819.47,9525.8,12287.84
ORACLE FINL.SVS.SFTW.,INE881D01027,,,,,676.51,1010.81,1066.15,1867.34,3643.44,2264.12,1031.17,4038.24,4000.86,3581.57,4972.84,4272.37,4645.29,4680.6,4445.08,5588.13,4565.13,3708.47,3869.43,4312.03,3271.68,6858.21,9170.52
BAJAJ AUTO,INE917I01010,,,,,,,,,,,1379.41,5275.79,7701.44,9462.77,11184.88,8450.34,10988.6,10064.06,12051.36,14639.35,10564.96,13322.95,16662.52,13667.99,13052.0,26424.68,28589.27
GLENMARK PHARMACEUTICALS,INE935A01035,,,39.81,48.17,48.41,197.88,715.97,824.57,3405.0,3009.87,717.12,1442.93,1724.7,1603.1,2621.67,2401.25,3141.26,3131.29,3805.14,2596.46,2619.72,1187.61,1883.92,1896.08,1336.0,3013.72,4577.63
YUHAN,KR7000100008,117.95,153.36,189.65,304.0,277.14,407.68,682.68,1564.94,1471.44,1799.43,1469.39,1539.25,1497.79,1336.17,1829.45,2025.77,1713.6,3039.04,1912.27,2571.76,2683.91,2433.8,4175.53,3438.33,3353.69,3632.63,6741.27
CJ LOGISTICS,KR7000120006,104.62,257.92,66.13,71.78,70.35,179.53,316.68,871.15,1541.2,1634.1,2598.08,1062.12,2318.2,1866.27,2567.5,2355.8,3949.74,4213.48,3092.96,3052.06,3354.31,2720.41,3551.19,2195.13,1689.94,2561.34,1220.66
DOOSAN,KR7000150003,304.13,385.78,227.59,363.23,141.53,187.77,237.05,717.0,1331.91,3427.79,1832.32,2166.3,3677.13,3622.79,2347.64,2512.66,2005.32,1321.34,1902.82,2026.36,1874.75,860.1,777.59,1324.1,1222.73,1208.12,2984.77
DL,KR7000210005,172.08,407.31,272.88,404.64,527.85,1275.61,1994.18,2773.55,2929.39,4920.09,1200.21,2169.37,3879.13,3733.74,2917.71,2650.39,1801.28,2285.7,2548.78,2600.21,3188.38,2318.15,1005.7,971.74,1025.21,922.15,437.1
HANKOOK & COMPANY,KR7000240002,295.04,398.2,247.14,302.0,358.55,1115.04,1665.77,1884.32,2305.66,2474.04,1455.89,2886.86,3801.68,6102.83,424.48,1852.6,2061.68,1344.43,1687.0,1713.9,1330.34,1023.65,1514.62,1019.84,1050.25,1343.71,1079.39
KIA CORPORATION,KR7000270009,87.04,2711.44,2718.83,2781.88,2569.23,3257.7,4138.32,8123.7,4482.54,3769.25,1973.04,6771.35,19673.89,24098.84,19209.77,20033.61,17105.24,14487.44,12617.89,13229.98,12989.74,13603.12,32312.98,27573.42,23153.15,36325.62,26049.78
SK HYNIX,KR7000660001,2332.24,10442.31,2121.21,2006.63,1044.79,3347.34,5626.55,16692.45,15673.27,12304.45,3326.23,11185.2,15669.87,14454.17,15308.99,24850.96,30752.73,17154.63,33515.12,48666.0,49390.26,57694.28,84670.34,72770.01,55720.22,74253.35,94731.34
EUSU HOLDINGS,KR7000700005,146.41,370.56,192.14,271.28,447.01,1412.22,1569.84,1670.42,2234.13,2773.91,1312.53,201.97,644.96,350.42,213.91,180.49,253.77,151.2,150.77,177.46,207.4,135.55,127.21,119.25,144.48,123.26,93.73
HYUNDAI ENGR.& CON.,KR7000720003,1382.9,1236.3,640.29,1370.6,579.64,476.29,1915.19,5059.57,6161.48,7982.99,4654.66,5808.78,8594.21,7865.44,6971.79,5965.4,4471.79,3421.79,4364.32,4479.8,6420.07,3503.89,4308.78,3898.14,3431.1,2896.29,2337.86
SAMSUNG FIRE & MAR.IN.,KR7000810002,1159.33,1774.7,1420.41,2314.91,2601.04,2998.05,3708.94,6333.02,8838.45,9532.66,5639.45,7229.99,9925.42,9106.87,9541.45,10527.25,12840.56,11948.17,11028.93,12917.8,12026.32,8325.63,7226.49,7879.43,7880.92,10710.01,12061.27
HANWHA,KR7000880005,205.7,423.88,177.51,204.53,126.42,321.1,1002.75,2405.09,2799.05,3858.08,1490.76,2856.68,3610.69,2586.98,2264.54,2439.76,1872.01,2275.43,2294.05,3220.3,2278.08,1342.42,2266.71,1834.33,1707.66,1762.61,1491.98
CJ,KR7001040005,502.84,1647.18,662.5,973.12,779.37,1274.76,1529.08,2993.17,3302.94,2020.66,643.85,1632.51,1911.83,2011.52,3278.84,3253.36,4455.66,6815.53,4502.86,4849.1,3129.6,2002.19,2579.01,1921.74,1967.77,2197.21,1873.47
LX INTERNATIONAL,KR7001120005,96.75,287.52,142.7,201.24,279.82,475.22,615.26,1611.89,936.64,656.78,487.88,919.04,1388.13,2034.25,1554.21,1022.12,1292.99,1014.47,1093.28,1089.18,588.98,384.37,943.21,781.31,1094.22,832.29,631.45
DONGKUK HOLDINGS,KR7001230002,164.58,244.14,137.32,258.15,293.54,544.61,1359.13,1362.77,1332.39,2465.11,1078.36,1188.72,1987.19,1337.7,729.63,692.6,490.99,402.02,1019.18,1100.08,733.61,387.74,694.13,1159.76,1053.41,246.45,152.82
TAIHAN C&S,KR7001440007,114.15,203.8,90.09,161.48,126.79,182.83,333.9,898.21,1078.92,2005.52,569.89,687.51,958.1,444.78,377.03,279.48,177.89,2210.05,1467.41,1102.26,903.36,427.18,934.82,1250.43,1648.01,1360.36,1607.69
SK NETWORKS,KR7001740000,93.32,743.61,802.86,569.36,644.8,3878.96,4425.36,3389.56,7725.5,4321.16,1573.02,2246.91,2733.2,2474.22,1825.27,1858.17,2090.07,1144.99,1428.23,1475.27,1373.21,1016.68,1199.03,928.52,818.61,1406.54,613.13
ORION HOLDINGS,KR7001800002,50.75,160.52,73.1,172.76,264.05,335.08,732.04,1577.71,1603.94,1390.29,595.32,1319.46,2218.71,3413.31,5377.97,4730.13,5676.26,5197.24,3316.19,1673.33,1055.52,799.48,762.23,727.53,789.55,702.9,637.11
KCC,KR7002380004,146.67,275.98,422.62,1032.97,1069.11,885.28,1565.95,2255.67,2918.17,4378.46,2145.16,3174.68,3249.53,2934.63,2780.28,4621.99,5302.2,3794.69,3157.1,4061.13,3184.65,1442.72,1617.89,2808.58,1725.88,1770.44,1487.08
AMOREPACIFIC HOLDINGS,KR7002790004,130.78,169.19,204.27,819.23,706.85,1289.13,1836.09,3267.32,1276.94,1115.44,517.67,873.73,1332.37,1826.32,2981.34,3461.49,9012.33,9681.84,8663.53,10841.21,5019.35,5106.4,4477.93,2790.78,2929.25,1667.74,1295.57
KUMHOE&C,KR7002990000,99.8,113.37,59.22,90.32,68.59,92.66,648.17,981.74,849.47,1725.02,480.87,197.04,1602.27,722.32,531.37,324.5,864.97,314.24,290.67,338.56,433.23,278.95,282.09,300.42,218.94,143.61,59.82
YUANTA SECURITIES KOREA,KR7003470002,122.94,267.44,189.23,249.36,125.36,113.89,333.34,984.0,1124.04,2067.05,623.74,1109.17,994.3,637.0,465.12,265.78,714.14,518.22,583.82,903.6,610.16,445.14,570.53,572.88,504.59,408.97,361.22
HANJIN HVIND.& CON.HDG.,KR7003480001,206.29,248.25,150.92,146.75,167.19,256.77,597.45,1543.78,2072.04,875.65,268.68,280.07,380.72,220.46,167.93,300.87,183.9,109.45,116.89,113.06,76.15,57.58,110.43,85.61,95.34,71.89,69.95
KOREAN AIR LINES,KR7003490000,554.12,626.05,454.59,611.27,756.08,1017.11,1220.69,2060.08,2580.01,5122.05,1749.72,3456.48,4633.15,3629.31,2928.58,1931.41,2486.58,1553.5,1724.3,3288.67,3030.79,1916.81,9226.47,8165.35,7241.9,6445.11,5898.36
LG,KR7003550001,875.7,3505.63,1145.41,678.13,529.0,2186.37,3307.26,6210.91,5357.31,10050.97,5039.06,9150.08,13147.65,11648.31,9938.58,8957.6,9823.31,10576.24,9523.81,14442.99,11953.67,10079.48,15823.83,9655.97,10466.97,10953.74,7698.59
HYUNDAI STEEL,KR7004020004,268.89,355.24,335.94,553.5,474.05,861.82,1200.44,2261.26,2984.51,5844.17,2253.28,6258.64,10388.36,8657.68,6422.1,8059.78,7089.23,5194.81,7039.38,6993.22,6083.34,3065.47,4811.33,4306.13,3723.53,3596.96,2001.16
SHINSEGAE,KR7004170007,282.92,708.99,748.7,1809.91,2105.71,3129.63,5110.33,9678.51,11308.65,12483.78,5948.59,8147.19,9456.42,2442.7,1911.08,1978.93,1450.25,1724.65,1463.6,3258.78,2393.64,2216.29,2096.31,1894.72,1831.4,1339.14,868.39
NONGSHIM,KR7004370003,347.31,278.64,264.8,464.82,459.77,1062.49,1414.89,1685.48,1690.52,1204.61,868.45,1159.05,1116.43,1231.81,1577.06,1505.87,1301.28,2380.46,1832.38,1785.28,1538.67,1178.4,1553.65,1629.77,1647.39,1779.81,1476.04
LOTTE,KR7004990008,106.88,213.68,119.51,478.75,517.23,621.57,1013.37,1816.43,1851.1,2221.23,1201.97,1500.08,1818.59,2132.51,2183.98,2436.39,2396.59,2926.74,2819.5,4714.13,4932.49,2998.16,3139.53,2310.52,2738.14,2506.52,1451.66
